"feed_scen","dev_pattern","rcp","year","eez_code","eez_name","eez_type","ter1_name","ter1_iso","ter1_continent","sov1_name","sov1_iso","sov1_iso3_use","sov1_continent","ncells","area_sqkm","prod_mt","profits_usd"
"Progressive reform","Need-based development","RCP 2.6",2100,8353,"Yemeni Exclusive Economic Zone","200NM","Yemen","YEM","Asia","Yemen","YEM","YEM","Asia",4,400,648960.888549728,3730651829.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8354,"Omani Exclusive Economic Zone","200NM","Oman","OMN","Asia","Oman","OMN","OMN","Asia",4,400,648960.888549728,3702247861.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8356,"Saudi Arabian Exclusive Economic Zone","200NM","Saudi Arabia","SAU","Asia","Saudi Arabia","SAU","SAU","Asia",4,400,648960.888549728,3680119477.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8359,"Pakistani Exclusive Economic Zone","200NM","Pakistan","PAK","Asia","Pakistan","PAK","PAK","Asia",4,400,648960.888549728,3729371061.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8361,"Portuguese Exclusive Economic Zone (Azores)","200NM","Azores","PRT","Europe","Portugal","PRT","PRT","Europe",1,100,162240.222137432,919760621.289469
"Progressive reform","Need-based development","RCP 2.6",2100,8362,"Cape Verdean Exclusive Economic Zone","200NM","Cape Verde","CPV","Africa","Cape Verde","CPV","CPV","Africa",4,400,648960.888549728,3726268341.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8363,"Portuguese Exclusive Economic Zone (Madeira)","200NM","Madeira","PRT","Europe","Portugal","PRT","PRT","Europe",1,100,162240.222137432,919760621.289469
"Progressive reform","Need-based development","RCP 2.6",2100,8364,"Spanish Exclusive Economic Zone (Canary Islands)","200NM","Canary Islands","ESP","Europe","Spain","ESP","ESP","Europe",2,200,324480.444274864,1829876570.57894
"Progressive reform","Need-based development","RCP 2.6",2100,8366,"Tunisian Exclusive Economic Zone","200NM","Tunisia","TUN","Africa","Tunisia","TUN","TUN","Africa",4,400,648960.888549728,3725591733.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8367,"Moroccan Exclusive Economic Zone","200NM","Morocco","MAR","Africa","Morocco","MAR","MAR","Africa",4,400,648960.888549728,3725670325.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8369,"Mauritanian Exclusive Economic Zone","200NM","Mauritania","MRT","Africa","Mauritania","MRT","MRT","Africa",4,400,648960.888549728,3731721397.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8370,"Gambian Exclusive Economic Zone","200NM","Gambia","GMB","Africa","Gambia","GMB","GMB","Africa",4,400,648960.888549728,3732503733.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8371,"Senegalese Exclusive Economic Zone","200NM","Senegal","SEN","Africa","Senegal","SEN","SEN","Africa",5,500,811201.11068716,4662920226.44735
"Progressive reform","Need-based development","RCP 2.6",2100,8372,"Libyan Exclusive Economic Zone","200NM","Libya","LBY","Africa","Libya","LBY","LBY","Africa",4,400,648960.888549728,3718080949.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8373,"Syrian Exclusive Economic Zone","200NM","Syria","SYR","Asia","Syria","SYR","SYR","Asia",4,400,648960.888549728,3700895925.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8374,"Lebanese Exclusive Economic Zone","200NM","Lebanon","LBN","Asia","Lebanon","LBN","LBN","Asia",4,400,648960.888549728,3686592949.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8375,"Israeli Exclusive Economic Zone","200NM","Israel","ISR","Asia","Israel","ISR","ISR","Asia",4,400,648960.888549728,3258969397.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8376,"Cypriote Exclusive Economic Zone","200NM","Cyprus","CYP","Asia","Cyprus","CYP","CYP","Asia",4,400,648960.888549728,3665317813.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8378,"Algerian Exclusive Economic Zone","200NM","Algeria","DZA","Africa","Algeria","DZA","DZA","Africa",4,400,648960.888549728,3723621045.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8380,"St. Helena Exclusive Economic Zone","200NM","Saint Helena","SHN","Africa","United Kingdom","GBR","GBR","Europe",4,400,648960.888549728,3610399797.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8384,"South African Exclusive Economic Zone (Prince Edward Islands)","200NM","Prince Edward Islands","ZAF","Africa","South Africa","ZAF","ZAF","Africa",2,200,324480.444274864,1571521178.57894
"Progressive reform","Need-based development","RCP 2.6",2100,8390,"Sierra Leonian Exclusive Economic Zone","200NM","Sierra Leone","SLE","Africa","Sierra Leone","SLE","SLE","Africa",3,300,552728.419592545,2121353871.69399
"Progressive reform","Need-based development","RCP 2.6",2100,8391,"Liberian Exclusive Economic Zone","200NM","Liberia","LBR","Africa","Liberia","LBR","LBR","Africa",4,400,648960.888549728,3732964277.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8392,"Togolese Exclusive Economic Zone","200NM","Togo","TGO","Africa","Togo","TGO","TGO","Africa",4,400,648960.888549728,3729506037.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8393,"Beninese Exclusive Economic Zone","200NM","Benin","BEN","Africa","Benin","BEN","BEN","Africa",4,400,648960.888549728,3731847861.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8394,"Congolese Exclusive Economic Zone","200NM","Republic of the Congo","COG","Africa","Republic of the Congo","COG","COG","Africa",3,300,552728.419592545,1936951695.69399
"Progressive reform","Need-based development","RCP 2.6",2100,8395,"Namibian Exclusive Economic Zone","200NM","Namibia","NAM","Africa","Namibia","NAM","NAM","Africa",4,400,648960.888549728,3718927797.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8396,"South African Exclusive Economic Zone","200NM","South Africa","ZAF","Africa","South Africa","ZAF","ZAF","Africa",2,200,324480.444274864,1792370778.57894
"Progressive reform","Need-based development","RCP 2.6",2100,8397,"Sao Tome and Principe Exclusive Economic Zone","200NM","Sao Tome and Principe","STP","Africa","Sao Tome and Principe","STP","STP","Africa",4,400,648960.888549728,3567015093.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8398,"Equatorial Guinean Exclusive Economic Zone","200NM","Equatorial Guinea","GNQ","Africa","Equatorial Guinea","GNQ","GNQ","Africa",4,400,648960.888549728,3719047093.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8399,"Bouvet Exclusive Economic Zone","200NM","Bouvet","BVT","S Atlantic Ocean","Norway","NOR","NOR","Europe",3,300,596797.591030061,2016646013.20379
"Progressive reform","Need-based development","RCP 2.6",2100,8400,"Ghanaian Exclusive Economic Zone","200NM","Ghana","GHA","Africa","Ghana","GHA","GHA","Africa",4,400,648960.888549728,3729967541.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8402,"Bermudian Exclusive Economic Zone","200NM","Bermuda","BMU","Americas","United Kingdom","GBR","GBR","Europe",4,400,648960.888549728,3624699829.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8403,"Ecuadorian Exclusive Economic Zone (Galapagos)","200NM","Galapagos","ECU","Americas","Ecuador","ECU","ECU","Americas",2,200,324480.444274864,1858988634.57894
"Progressive reform","Need-based development","RCP 2.6",2100,8404,"Bahamas Exclusive Economic Zone","200NM","Bahamas","BHS","Americas","Bahamas","BHS","BHS","Americas",4,400,648960.888549728,3646794421.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8405,"Turks and Caicos Exclusive Economic Zone","200NM","Turks and Caicos Islands","TCA","Americas","United Kingdom","GBR","GBR","Europe",4,400,648960.888549728,3624699829.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8406,"Cuban Exclusive Economic Zone","200NM","Cuba","CUB","Americas","Cuba","CUB","CUB","Americas",4,400,648960.888549728,3700895925.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8407,"Cayman Islands Exclusive Economic Zone","200NM","Cayman Islands","CYM","Americas","United Kingdom","GBR","GBR","Europe",4,400,648960.888549728,3624699829.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8408,"Haitian Exclusive Economic Zone","200NM","Haiti","HTI","Americas","Haiti","HTI","HTI","Americas",4,400,648960.888549728,3731747253.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8409,"Dominican Republic Exclusive Economic Zone","200NM","Dominican Republic","DOM","Americas","Dominican Republic","DOM","DOM","Americas",4,400,648960.888549728,3713381045.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8411,"British Virgin Islands Exclusive Economic Zone","200NM","British Virgin Islands","VGB","Americas","United Kingdom","GBR","GBR","Europe",4,400,648960.888549728,3624699829.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8412,"Anguilla Exclusive Economic Zone","200NM","Anguilla","AIA","Americas","United Kingdom","GBR","GBR","Europe",4,400,648960.888549728,3624699829.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8413,"Saint Kitts and Nevis Exclusive Economic Zone","200NM","Saint Kitts and Nevis","KNA","Americas","Saint Kitts and Nevis","KNA","KNA","Americas",4,400,648960.888549728,3700895925.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8414,"Antigua and Barbuda Exclusive Economic Zone","200NM","Antigua and Barbuda","ATG","Americas","Antigua and Barbuda","ATG","ATG","Americas",4,400,648960.888549728,3700895925.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8415,"Montserrat Exclusive Economic Zone","200NM","Montserrat","MSR","Americas","United Kingdom","GBR","GBR","Europe",4,400,648960.888549728,3610399797.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8416,"Saint Lucia Exclusive Economic Zone","200NM","Saint Lucia","LCA","Americas","Saint Lucia","LCA","LCA","Americas",4,400,648960.888549728,3709369013.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8417,"Dominican Exclusive Economic Zone","200NM","Dominica","DMA","Americas","Dominica","DMA","DMA","Americas",4,400,648960.888549728,3716988597.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8418,"Barbados Exclusive Economic Zone","200NM","Barbados","BRB","Americas","Barbados","BRB","BRB","Americas",4,400,648960.888549728,3689656245.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8420,"Trinidad and Tobago Exclusive Economic Zone","200NM","Trinidad and Tobago","TTO","Americas","Trinidad and Tobago","TTO","TTO","Americas",4,400,648960.888549728,3475102261.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8421,"Saint Vincent and the Grenadines Exclusive Economic Zone","200NM","Saint Vincent and the Grenadines","VCT","Americas","Saint Vincent and the Grenadines","VCT","VCT","Americas",4,400,648960.888549728,3702816309.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8423,"Panamanian Exclusive Economic Zone","200NM","Panama","PAN","Americas","Panama","PAN","PAN","Americas",4,400,648960.888549728,3694012341.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8424,"Costa Rican Exclusive Economic Zone","200NM","Costa Rica","CRI","Americas","Costa Rica","CRI","CRI","Americas",4,400,648960.888549728,3700999861.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8425,"Nicaraguan Exclusive Economic Zone","200NM","Nicaragua","NIC","Americas","Nicaragua","NIC","NIC","Americas",4,400,648960.888549728,3728181941.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8426,"Colombian Exclusive Economic Zone","200NM","Colombia","COL","Americas","Colombia","COL","COL","Americas",2,200,324480.444274864,1858659674.57894
"Progressive reform","Need-based development","RCP 2.6",2100,8427,"Honduran Exclusive Economic Zone","200NM","Honduras","HND","Americas","Honduras","HND","HND","Americas",4,400,648960.888549728,3727338933.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8428,"El Salvador Exclusive Economic Zone","200NM","El Salvador","SLV","Americas","El Salvador","SLV","SLV","Americas",4,400,648960.888549728,3323202677.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8429,"Mexican Exclusive Economic Zone","200NM","Mexico","MEX","Americas","Mexico","MEX","MEX","Americas",6,600,973441.332824592,5566427023.73682
"Progressive reform","Need-based development","RCP 2.6",2100,8430,"Guatemalan Exclusive Economic Zone","200NM","Guatemala","GTM","Americas","Guatemala","GTM","GTM","Americas",4,400,648960.888549728,3721932725.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8431,"Ecuadorian Exclusive Economic Zone","200NM","Ecuador","ECU","Americas","Ecuador","ECU","ECU","Americas",2,200,324480.444274864,1858988634.57894
"Progressive reform","Need-based development","RCP 2.6",2100,8432,"Peruvian Exclusive Economic Zone","200NM","Peru","PER","Americas","Peru","PER","PER","Americas",10,1000,1622402.22137432,9291754692.89469
"Progressive reform","Need-based development","RCP 2.6",2100,8433,"Venezuelan Exclusive Economic Zone","200NM","Venezuela","VEN","Americas","Venezuela","VEN","VEN","Americas",4,400,648960.888549728,3683131701.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",3,300,596797.591030061,2049281405.20379
"Progressive reform","Need-based development","RCP 2.6",2100,8438,"Greenlandic Exclusive Economic Zone","200NM","Greenland","GRL","Americas","Denmark","DNK","DNK","Europe",3,300,596797.591030061,2049281405.20379
"Progressive reform","Need-based development","RCP 2.6",2100,8440,"French Polynesian Exclusive Economic Zone","200NM","French Polynesia","PYF","Oceania","France","FRA","FRA","Europe",4,400,648960.888549728,3629495989.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM","Line Group","KIR","Oceania","Kiribati","KIR","KIR","Oceania",2,200,324480.444274864,1862163034.57894
"Progressive reform","Need-based development","RCP 2.6",2100,8444,"American Samoa Exclusive Economic Zone","200NM","American Samoa","ASM","Oceania","United States","USA","USA","Americas",4,400,648960.888549728,3569293749.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8445,"Samoan Exclusive Economic Zone","200NM","Samoa","WSM","Oceania","Samoa","WSM","WSM","Oceania",4,400,648960.888549728,3722248885.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8446,"Cook Islands Exclusive Economic Zone","200NM","Cook Islands","COK","Oceania","New Zealand","NZL","NZL","Oceania",4,400,648960.888549728,3622172853.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8447,"Niue Exclusive Economic Zone","200NM","Niue","NIU","Oceania","New Zealand","NZL","NZL","Oceania",4,400,648960.888549728,3622172853.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8448,"Tongan Exclusive Economic Zone","200NM","Tonga","TON","Oceania","Tonga","TON","TON","Oceania",4,400,648960.888549728,3721597621.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8449,"Tokelau Exclusive Economic Zone","200NM","Tokelau","TKL","Oceania","New Zealand","NZL","NZL","Oceania",4,400,648960.888549728,3598652853.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8453,"United States Exclusive Economic Zone (Hawaii)","200NM","Hawaii","USA","Americas","United States","USA","USA","Americas",1,100,162240.222137432,892323437.289469
"Progressive reform","Need-based development","RCP 2.6",2100,8454,"Wallis and Futuna Exclusive Economic Zone","200NM","Wallis and Futuna","WLF","Oceania","France","FRA","FRA","Europe",4,400,648960.888549728,3629495989.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8455,"New Zealand Exclusive Economic Zone","200NM","New Zealand","NZL","Oceania","New Zealand","NZL","NZL","Oceania",4,400,648960.888549728,3622172853.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8456,"United States Exclusive Economic Zone","200NM","United States","USA","Americas","United States","USA","USA","Americas",1,100,162240.222137432,892323437.289469
"Progressive reform","Need-based development","RCP 2.6",2100,8457,"Belizean Exclusive Economic Zone","200NM","Belize","BLZ","Americas","Belize","BLZ","BLZ","Americas",4,400,648960.888549728,3721907637.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8459,"Jamaican Exclusive Economic Zone","200NM","Jamaica","JAM","Americas","Jamaica","JAM","JAM","Americas",4,400,648960.888549728,3719841461.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8460,"Guyanese Exclusive Economic Zone","200NM","Guyana","GUY","Americas","Guyana","GUY","GUY","Americas",4,400,648960.888549728,3337744245.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8461,"Surinamese Exclusive Economic Zone","200NM","Suriname","SUR","Americas","Suriname","SUR","SUR","Americas",4,400,648960.888549728,3336291253.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8462,"French Guiana Exclusive Economic Zone","200NM","French Guiana","GUF","Americas","France","FRA","FRA","Europe",4,400,648960.888549728,3361318069.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8463,"United States Exclusive Economic Zone (Alaska)","200NM","Alaska","USA","Americas","United States","USA","USA","Americas",1,100,198932.530343354,680519593.734598
"Progressive reform","Need-based development","RCP 2.6",2100,8464,"Brazilian Exclusive Economic Zone","200NM","Brazil","BRA","Americas","Brazil","BRA","BRA","Americas",5,500,811201.11068716,4633968546.44735
"Progressive reform","Need-based development","RCP 2.6",2100,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",2,200,324480.444274864,1848857434.57894
"Progressive reform","Need-based development","RCP 2.6",2100,8466,"Argentinean Exclusive Economic Zone","200NM","Argentina","ARG","Americas","Argentina","ARG","ARG","Americas",4,400,692589.155454312,3045431462.4585
"Progressive reform","Need-based development","RCP 2.6",2100,8467,"Uruguayan Exclusive Economic Zone","200NM","Uruguay","URY","Americas","Uruguay","URY","URY","Americas",4,400,648960.888549728,3016382261.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8469,"Iranian Exclusive Economic Zone","200NM","Iran","IRN","Asia","Iran","IRN","IRN","Asia",5,500,811201.11068716,4650605026.44735
"Progressive reform","Need-based development","RCP 2.6",2100,8471,"Guinea Bissau Exclusive Economic Zone","200NM","Guinea-Bissau","GNB","Africa","Guinea-Bissau","GNB","GNB","Africa",4,400,648960.888549728,3732086965.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8472,"Guinean Exclusive Economic Zone","200NM","Guinea","GIN","Africa","Guinea","GIN","GIN","Africa",3,300,552728.419592545,2120678607.69399
"Progressive reform","Need-based development","RCP 2.6",2100,8473,"Ivory Coast Exclusive Economic Zone","200NM","Ivory Coast","CIV","Africa","Ivory Coast","CIV","CIV","Africa",4,400,648960.888549728,3700895925.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8474,"Nigerian Exclusive Economic Zone","200NM","Nigeria","NGA","Africa","Nigeria","NGA","NGA","Africa",4,400,648960.888549728,3610037749.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8475,"Cameroonian Exclusive Economic Zone","200NM","Cameroon","CMR","Africa","Cameroon","CMR","CMR","Africa",4,400,580172.242446864,3015490057.64326
"Progressive reform","Need-based development","RCP 2.6",2100,8476,"Gabonese Exclusive Economic Zone","200NM","Gabon","GAB","Africa","Gabon","GAB","GAB","Africa",3,300,552728.419592545,2110311951.69399
"Progressive reform","Need-based development","RCP 2.6",2100,8477,"Democratic Republic of the Congo Exclusive Economic Zone","200NM","Democratic Republic of the Congo","COD","Africa","Democratic Republic of the Congo","COD","COD","Africa",4,400,580172.242446864,2513885769.64326
"Progressive reform","Need-based development","RCP 2.6",2100,8478,"Angolan Exclusive Economic Zone","200NM","Angola","AGO","Africa","Angola","AGO","AGO","Africa",4,400,648960.888549728,3727170997.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8479,"Tanzanian Exclusive Economic Zone","200NM","Tanzania","TZA","Africa","Tanzania","TZA","TZA","Africa",4,400,648960.888549728,3731227317.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",183,18300,29689960.6511501,170586845983.973
"Progressive reform","Need-based development","RCP 2.6",2100,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",4,400,648960.888549728,3729297333.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8482,"Myanmar Exclusive Economic Zone","200NM","Myanmar","MMR","Asia","Myanmar","MMR","MMR","Asia",5,500,811201.11068716,4663017186.44735
"Progressive reform","Need-based development","RCP 2.6",2100,8483,"Malaysian Exclusive Economic Zone","200NM","Malaysia","MYS","Asia","Malaysia","MYS","MYS","Asia",7,700,1135681.55496202,6490876989.02629
"Progressive reform","Need-based development","RCP 2.6",2100,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",6,600,973441.332824592,5591714959.73682
"Progressive reform","Need-based development","RCP 2.6",2100,8485,"Singaporean Exclusive Economic Zone","200NM","Singapore","SGP","Asia","Singapore","SGP","SGP","Asia",4,400,648960.888549728,3583114933.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",25,2500,4056005.5534358,23206426732.2367
"Progressive reform","Need-based development","RCP 2.6",2100,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",6,600,973441.332824592,5451752719.73682
"Progressive reform","Need-based development","RCP 2.6",2100,8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM","Gilbert Islands","KIR","Oceania","Kiribati","KIR","KIR","Oceania",2,200,324480.444274864,1862163034.57894
"Progressive reform","Need-based development","RCP 2.6",2100,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",4,400,648960.888549728,3689020277.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",17,1700,2758083.77633634,15829783873.921
"Progressive reform","Need-based development","RCP 2.6",2100,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",4,400,580172.242446864,2901507849.64326
"Progressive reform","Need-based development","RCP 2.6",2100,8494,"Saint-Pierre and Miquelon Exclusive Economic Zone","200NM","Saint-Pierre and Miquelon","SPM","Americas","France","FRA","FRA","Europe",3,300,596797.591030061,2061120765.20379
"Progressive reform","Need-based development","RCP 2.6",2100,8495,"Saint-Martin Exclusive Economic Zone","200NM","Collectivity of Saint Martin","MAF","Americas","France","FRA","FRA","Europe",4,400,648960.888549728,3591111541.15788
"Progressive reform","Need-based development","RCP 2.6",2100,8758,"East Timorian Exclusive Economic Zone","200NM","East Timor","TLS","Asia","East Timor","TLS","TLS","Asia",2,200,324480.444274864,1864943450.57894
"Progressive reform","Need-based development","RCP 2.6",2100,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",2,200,324480.444274864,1848857434.57894
"Progressive reform","Need-based development","RCP 2.6",2100,21788,"Guernsey Exclusive Economic Zone","200NM","Guernsey","GGY","Europe","United Kingdom","GBR","GBR","Europe",1,100,145043.060611716,627381890.410814
"Progressive reform","Need-based development","RCP 2.6",2100,21789,"Jersey Exclusive Economic Zone","200NM","Jersey","JEY","Europe","United Kingdom","GBR","GBR","Europe",4,400,580172.242446864,2846805257.64326
"Progressive reform","Need-based development","RCP 2.6",2100,21790,"Monégasque Exclusive Economic Zone","200NM","Monaco","MCO","Europe","Monaco","MCO","MCO","Europe",3,300,486720.666412296,2679179463.86841
"Progressive reform","Need-based development","RCP 2.6",2100,21791,"Oecussi Ambeno Exclusive Economic Zone","200NM","Oecusse","TLS","Asia","East Timor","TLS","TLS","Asia",2,200,324480.444274864,1864943450.57894
"Progressive reform","Need-based development","RCP 2.6",2100,21803,"Sint-Maarten Exclusive Economic Zone","200NM","Sint-Maarten","SXM","Americas","Netherlands","NLD","NLD","Europe",4,400,648960.888549728,3536786421.15788
"Progressive reform","Need-based development","RCP 2.6",2100,26518,"Saba Exclusive Economic Zone","200NM","Saba","BES","Americas","Netherlands","NLD","NLD","Europe",1,100,162240.222137432,885780461.289469
"Progressive reform","Need-based development","RCP 2.6",2100,26521,"Bruneian Exclusive Economic Zone","200NM","Brunei","BRN","Asia","Brunei","BRN","BRN","Asia",4,400,648960.888549728,2872572277.15788
"Progressive reform","Need-based development","RCP 2.6",2100,26526,"Sint-Eustatius Exclusive Economic Zone","200NM","Sint-Eustatius","BES","Americas","Netherlands","NLD","NLD","Europe",1,100,162240.222137432,901075437.289469
"Progressive reform","Need-based development","RCP 2.6",2100,33177,"Guadeloupean Exclusive Economic Zone","200NM","Guadeloupe","GLP","Americas","France","FRA","FRA","Europe",4,400,648960.888549728,3629495989.15788
"Progressive reform","Need-based development","RCP 2.6",2100,33178,"Martinican Exclusive Economic Zone","200NM","Martinique","MTQ","Americas","France","FRA","FRA","Europe",4,400,648960.888549728,3629495989.15788
"Progressive reform","Need-based development","RCP 2.6",2100,33179,"Puerto Rican Exclusive Economic Zone","200NM","Puerto Rico","PRI","Americas","United States","USA","USA","Americas",4,400,648960.888549728,3569293749.15788
"Progressive reform","Need-based development","RCP 2.6",2100,33180,"Virgin Islander Exclusive Economic Zone","200NM","United States Virgin Islands","VIR","Americas","United States","USA","USA","Americas",4,400,648960.888549728,3569293749.15788
"Progressive reform","Need-based development","RCP 2.6",2100,33181,"Svalvard Exclusive Economic Zone","200NM","Svalbard","SJM","Europe","Norway","NOR","NOR","Europe",3,300,498581.531838565,1930579215.54285
"Progressive reform","Need-based development","RCP 2.6",2100,33184,"Colombian Exclusive Economic Zone (Serrana)","200NM","Serrana Bank","COL","Americas","Colombia","COL","COL","Americas",2,200,324480.444274864,1799114138.57894
"Progressive reform","Need-based development","RCP 2.6",2100,48952,"Saint-Barthélemy Exclusive Economic Zone","200NM","Saint-Barthélemy","BLM","Americas","France","FRA","FRA","Europe",4,400,648960.888549728,3629495989.15788
"Progressive reform","Need-based development","RCP 2.6",2100,48957,"Guam Exclusive Economic Zone","200NM","Guam","GUM","Oceania","United States","USA","USA","Americas",3,300,552728.419592545,1998768207.69399
"Progressive reform","Need-based development","RCP 2.6",2100,48980,"Northern Mariana Exclusive Economic Zone","200NM","Northern Mariana Islands","MNP","Oceania","United States","USA","USA","Americas",4,400,648960.888549728,3569293749.15788
"Progressive reform","Need-based development","RCP 4.5",2021,3293,"Belgian Exclusive Economic Zone","200NM","Belgium","BEL","Europe","Belgium","BEL","BEL","Europe",3,300,443996.394650401,1872814132.23117
"Progressive reform","Need-based development","RCP 4.5",2021,5669,"German Exclusive Economic Zone","200NM","Germany","DEU","Europe","Germany","DEU","DEU","Europe",2,200,397865.060686707,1382948691.4692
"Progressive reform","Need-based development","RCP 4.5",2021,5670,"Albanian Exclusive Economic Zone","200NM","Albania","ALB","Europe","Albania","ALB","ALB","Europe",3,300,486720.666412296,2790681735.86841
"Progressive reform","Need-based development","RCP 4.5",2021,5672,"Bulgarian Exclusive Economic Zone","200NM","Bulgaria","BGR","Europe","Bulgaria","BGR","BGR","Europe",3,300,443996.394650401,1712843508.23117
"Progressive reform","Need-based development","RCP 4.5",2021,5673,"Croatian Exclusive Economic Zone","200NM","Croatia","HRV","Europe","Croatia","HRV","HRV","Europe",3,300,519441.866590734,2266147708.84387
"Progressive reform","Need-based development","RCP 4.5",2021,5674,"Danish Exclusive Economic Zone","200NM","Denmark","DNK","Europe","Denmark","DNK","DNK","Europe",2,200,332387.687892376,1308809738.3619
"Progressive reform","Need-based development","RCP 4.5",2021,5675,"Estonian Exclusive Economic Zone","200NM","Estonia","EST","Europe","Estonia","EST","EST","Europe",3,300,377411.299528253,1487511281.22822
"Progressive reform","Need-based development","RCP 4.5",2021,5676,"Finnish Exclusive Economic Zone","200NM","Finland","FIN","Europe","Finland","FIN","FIN","Europe",3,300,377411.299528253,1436662961.22822
